restaurant_id,name,location,rest_type,cuisines,rating,votes,cost,online_order,book_table,service_type,city
R2150,Quiznos,sarjapur road,quick bites,american,3.3,17,500,0,0,Dine-out,Bellandur
R2151,Ambur Star Biryani,sarjapur road,quick bites,biryani,3.5,22,200,0,0,Dine-out,Bellandur
R2152,Kabab Magic,sarjapur road,quick bites,"north indian, kebab, chinese, fast food",2.9,317,400,1,0,Dine-out,Bellandur
R2153,Ambur Biryani Point,sarjapur road,quick bites,biryani,3.3,8,150,0,0,Dine-out,Bellandur
R2154,Just Shawarma,sarjapur road,quick bites,arabian,3.8,170,300,1,0,Dine-out,Bellandur
R2155,Ebony,mg road,casual dining,"north indian, south indian",4.3,3126,1500,1,1,Buffet,Brigade Road
R2156,Kitchen On Table,brigade road,casual dining,"japanese, sushi, asian",4.0,48,1500,1,0,Buffet,Brigade Road
R2157,Panchavati Gaurav Thali,brigade road,casual dining,"rajasthani, gujarati",4.0,929,800,1,1,Buffet,Brigade Road
R2158,Saatvikk,brigade road,casual dining,"north indian, south indian, continental",2.8,130,650,0,0,Buffet,Brigade Road
R2159,70 Brigade - Iris Hotel,brigade road,casual dining,"chinese, north indian, pizza",3.9,105,1000,0,1,Buffet,Brigade Road
R2160,Monarch,brigade road,casual dining,"north indian, chinese, continental, south indian",3.6,10,700,0,0,Buffet,Brigade Road
R2161,Olive Bar And Kitchen,richmond road,casual dining,"mediterranean, european, salad",4.5,2194,1800,0,1,Buffet,Brigade Road
R2162,JW Kitchen - JW Marriott Bengaluru,lavelle road,fine dining,"north indian, continental, italian",4.4,2111,2200,0,1,Buffet,Brigade Road
R2163,The Tao Terraces,mg road,casual dining,"thai, japanese, korean, burmese, chinese",4.0,1909,2100,1,1,Buffet,Brigade Road
R2164,Rim Naam - The Oberoi,mg road,fine dining,thai,4.6,979,3000,0,0,Buffet,Brigade Road
R2165,Oh! Calcutta,church street,"casual dining, bar","bengali, seafood",4.4,1105,1200,1,1,Buffet,Brigade Road
R2166,Caraway Kitchen - Conrad Bengaluru,ulsoor,fine dining,"american, continental, north indian, south indian",4.3,148,2800,0,1,Buffet,Brigade Road
R2167,Mainland China,church street,"casual dining, bar","chinese, momos",4.5,1394,1700,1,1,Buffet,Brigade Road
R2168,Rasovara,lavelle road,casual dining,"rajasthani, north indian",4.3,763,1400,1,1,Buffet,Brigade Road
R2169,Barbeque Nation,ulsoor,casual dining,"north indian, european, mediterranean, bbq, kebab",4.4,1065,1600,0,1,Buffet,Brigade Road
R2170,Cubbon Pavilion - ITC Gardenia,richmond road,fine dining,"european, continental, chinese, thai",4.3,678,2500,0,1,Buffet,Brigade Road
R2171,Empire Restaurant,church street,casual dining,"north indian, mughlai, south indian, chinese",4.0,3209,750,1,0,Buffet,Brigade Road
R2172,Le Jardin - The Oberoi,mg road,fine dining,"european, mediterranean, north indian",4.3,687,3000,0,0,Buffet,Brigade Road
R2173,BBQ@52,mg road,casual dining,"bbq, biryani, continental",3.8,64,1500,0,1,Buffet,Brigade Road
R2174,Konark Vegetarian Restaurant,residency road,casual dining,"north indian, chinese, continental, south indian, street food, juices",4.1,1022,500,0,0,Buffet,Brigade Road
R2175,The Spice Bazaar,lavelle road,"casual dining, bar","north indian, mughlai",4.2,347,1000,0,1,Buffet,Brigade Road
R2176,BBQ'D - Global Grill & Brewery,lavelle road,"casual dining, microbrewery","bbq, north indian",4.3,471,1500,0,0,Buffet,Brigade Road
R2177,The Market - The Ritz-Carlton,residency road,fine dining,"north indian, european, thai",4.3,622,3400,0,1,Buffet,Brigade Road
R2178,WelcomCafe Jacaranda - WelcomHotel Bengaluru,richmond road,fine dining,"asian, continental, north indian",3.9,53,2000,0,0,Buffet,Brigade Road
R2179,Season - Adarsh Hamilton,richmond road,casual dining,"north indian, chinese, south indian, continental",4.3,334,1200,0,1,Buffet,Brigade Road
R2180,Puran da Dhaba - The Pride Hotel,richmond road,"casual dining, bar",north indian,3.9,169,1700,1,0,Buffet,Brigade Road
R2181,Cafe Mangii,lavelle road,casual dining,"italian, continental, pizza",4.3,1048,1600,1,1,Buffet,Brigade Road
R2182,Ithaca - The Chancery Pavilion,residency road,fine dining,"north indian, italian, european, continental",3.9,310,2000,0,1,Buffet,Brigade Road
R2183,Tiger Trail - Ramada Hotel,shivajinagar,"casual dining, bar","north indian, lucknowi",4.0,188,1300,1,1,Buffet,Brigade Road
R2184,Citrus Cafe - Lemon Tree Premier,ulsoor,casual dining,"north indian, continental, south indian",3.9,183,2200,0,0,Buffet,Brigade Road
R2185,The Oriental Spice - Ashraya Hotel,infantry road,casual dining,"chinese, thai, indonesian",3.9,158,1300,1,0,Buffet,Brigade Road
R2186,Pinxx - Royal Orchid Central,mg road,casual dining,"italian, european",3.8,198,1600,1,1,Buffet,Brigade Road
R2187,Monsoon - The Park Bangalore,mg road,fine dining,"italian, north indian",4.2,271,3000,0,1,Buffet,Brigade Road
R2188,Cafe Treat - The Pride Hotel,richmond road,casual dining,"continental, asian, italian",4.1,119,1000,1,0,Buffet,Brigade Road
R2189,South Parade - The Chancery Hotel,lavelle road,"casual dining, bar","north indian, continental, chinese",3.1,120,1200,0,0,Buffet,Brigade Road
R2190,Mint Masala,infantry road,casual dining,"north indian, chinese",2.8,253,1000,0,0,Buffet,Brigade Road
R2191,Curry with a 'K' - St. Mark's Hotel,st. marks road,casual dining,"north indian, mughlai, hyderabadi",3.9,89,1400,0,0,Buffet,Brigade Road
R2192,Northern Gate- Gateway Hotel,residency road,casual dining,north indian,3.9,100,1900,0,1,Buffet,Brigade Road
R2193,Canopy,mg road,casual dining,"north indian, continental, chinese",3.0,107,800,0,0,Buffet,Brigade Road
R2194,Cafe @ Elanza,richmond road,"casual dining, cafe","chinese, north indian, cafe",3.7,145,1000,0,0,Buffet,Brigade Road
R2195,The Hub - Ibis Hotel,richmond road,bar,"finger food, fast food, continental",3.5,29,2200,0,0,Buffet,Brigade Road
R2196,Tiffanys,shanti nagar,casual dining,"continental, italian, chinese",2.9,31,1000,0,0,Buffet,Brigade Road
R2197,Nithyothsav - Hotel Ramanashree,mg road,casual dining,"north indian, chinese",3.0,31,1000,0,0,Buffet,Brigade Road
R2198,Cafe Monarch Luxur,infantry road,casual dining,"north indian, south indian, chinese, fast food",3.8,23,800,0,0,Buffet,Brigade Road
R2199,Sunehri,richmond road,casual dining,south indian,3.7,67,500,0,0,Buffet,Brigade Road
R2200,Bazaar- Zone By The Park,infantry road,casual dining,"continental, south indian, north indian, asian",3.8,52,1100,0,1,Buffet,Brigade Road
R2201,VT Sindhur Veg,richmond road,casual dining,"north indian, chinese",3.3,13,600,0,0,Buffet,Brigade Road
R2202,Spice It,richmond road,casual dining,"north indian, continental, italian",3.8,52,1200,0,0,Buffet,Brigade Road
R2203,Woody's,richmond road,casual dining,"chinese, south indian, north indian",2.3,116,650,0,0,Buffet,Brigade Road
R2204,Skylit - Citrus Hotels,cunningham road,lounge,"north indian, mughlai, mediterranean",4.0,324,1300,0,1,Buffet,Brigade Road
R2205,Banjara Melting Pot,cunningham road,casual dining,"north indian, chinese, seafood",4.2,474,1700,1,1,Buffet,Brigade Road
R2206,Zodiac - Fortune Select JP Cosmos Hotel,cunningham road,casual dining,"north indian, south indian, chinese, continental",3.8,91,1800,1,1,Buffet,Brigade Road
R2207,One Atria Cafe,race course road,casual dining,"south indian, continental, north indian",3.7,100,1600,0,1,Buffet,Brigade Road
R2208,24 Carats - The Capitol,cunningham road,casual dining,"asian, continental",3.1,46,1000,0,0,Buffet,Brigade Road
R2209,BISO - Citrus Hotels,cunningham road,casual dining,"north indian, south indian, italian, continental",3.9,156,1100,0,1,Buffet,Brigade Road
R2210,BLOW,church street,cafe,"cafe, continental, american, burger",4.2,935,750,1,1,Cafes,Brigade Road
R2211,Cafe Azzure,mg road,cafe,"cafe, continental, italian, burger",4.3,2660,1200,1,1,Cafes,Brigade Road
R2212,The Flying Squirrel,brigade road,cafe,"cafe, bakery, beverages, burger, continental",4.0,24,450,0,0,Cafes,Brigade Road
R2213,Trick Or Treat,brigade road,cafe,"cafe, burger, continental, pizza, steak",4.2,618,500,0,0,Cafes,Brigade Road
R2214,Fatso's,brigade road,cafe,"cafe, american, italian, burger",3.8,72,650,1,0,Cafes,Brigade Road
R2215,Yomama!!,brigade road,quick bites,"continental, burger, cafe, steak",3.6,7,800,0,0,Cafes,Brigade Road
R2216,Cafe Coffee Day,brigade road,cafe,"cafe, fast food",3.2,9,600,0,0,Cafes,Brigade Road
R2217,Hashtag Cafe,brigade road,cafe,"cafe, continental, european, italian",2.8,43,700,0,0,Cafes,Brigade Road
R2218,Smokie Brownie,brigade road,cafe,cafe,3.2,7,600,1,0,Cafes,Brigade Road
R2219,Bon Sante,brigade road,cafe,"cafe, continental, italian",3.6,104,800,1,0,Cafes,Brigade Road
R2220,Kalmane Koffees,brigade road,cafe,cafe,3.6,46,350,0,0,Cafes,Brigade Road
R2221,Brik Oven,church street,cafe,"cafe, pizza, beverages",4.6,2257,1100,0,0,Cafes,Brigade Road
R2222,Green Theory,residency road,"casual dining, cafe","italian, salad, healthy food, cafe, asian, desserts, pizza",4.2,2838,800,1,1,Cafes,Brigade Road
R2223,Truffles,st. marks road,cafe,"cafe, american, burger, steak",4.5,3568,900,0,0,Cafes,Brigade Road
R2224,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,mg road,"casual dining, cafe","american, cafe, continental",4.4,690,1700,1,1,Cafes,Brigade Road
R2225,The White Room - Coffee & Kitchen,church street,cafe,"cafe, continental, american, desserts",4.0,1701,1000,0,1,Cafes,Brigade Road
R2226,Matteo Coffea,church street,cafe,cafe,4.3,2635,600,0,0,Cafes,Brigade Road
R2227,Glen's Bakehouse,lavelle road,"bakery, cafe","bakery, cafe, italian, desserts",4.4,1084,600,1,0,Cafes,Brigade Road
R2228,Cafe Mozaic - Taj MG Road Bengaluru,mg road,"casual dining, cafe","north indian, italian, south indian, continental, cafe, salad",4.1,563,2500,0,1,Cafes,Brigade Road
R2229,Smally's Resto Cafe,church street,cafe,"cafe, italian, burger, american, steak",4.3,3547,650,1,0,Cafes,Brigade Road
R2230,Bengaluru Baking Company - JW Marriott Bengaluru,lavelle road,"bakery, cafe","salad, bakery, cafe, sandwich, italian, burger",4.3,521,1400,0,0,Cafes,Brigade Road
R2231,Cafe Kaara,ulsoor,cafe,"cafe, salad, desserts, pizza",4.2,160,750,0,0,Cafes,Brigade Road
R2232,Japan Travel Cafe Azuki,residency road,cafe,"cafe, japanese",4.3,67,400,0,0,Cafes,Brigade Road
R2233,Little Green Cafe,church street,"cafe, casual dining","cafe, healthy food, salad, continental, beverages, italian, sandwich",4.3,786,900,0,0,Cafes,Brigade Road
R2234,Fabcafe,mg road,cafe,"cafe, healthy food",4.1,54,800,1,1,Cafes,Brigade Road
R2235,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Mor'ish,richmond road,cafe,"bbq, continental, burger, wraps, pizza, cafe",4.1,114,700,1,0,Cafes,Brigade Road
R2236,Skoolroom,ulsoor,cafe,"cafe, continental, italian, burger, beverages",4.3,566,700,1,0,Cafes,Brigade Road
R2237,Lakeview Milkbar,mg road,"dessert parlor, cafe","desserts, cafe, fast food",4.0,1443,500,0,0,Cafes,Brigade Road
R2238,Wolf'ish,church street,cafe,"cafe, american, italian, pizza, burger",4.1,460,700,1,0,Cafes,Brigade Road
R2239,Urban Solace - CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© for the Soul,ulsoor,"cafe, casual dining","cafe, american, continental, steak",3.9,461,800,1,0,Cafes,Brigade Road
R2240,Peppa Zzing,infantry road,cafe,"cafe, fast food, burger",4.3,1133,800,1,0,Cafes,Brigade Road
R2241,The Courtyard,shanti nagar,cafe,"cafe, italian",3.9,296,750,0,1,Cafes,Brigade Road
R2242,Cafe Imroze,infantry road,"cafe, casual dining","cafe, burger, italian, fast food",3.6,95,650,1,0,Cafes,Brigade Road
R2243,Starbucks,mg road,cafe,"cafe, desserts",3.8,34,700,0,0,Cafes,Brigade Road
R2244,KAARA BY THE LAKE,ulsoor,cafe,"cafe, italian, coffee",4.0,47,750,0,0,Cafes,Brigade Road
R2245,Happy Belly Bakes,mg road,"cafe, bakery","cafe, bakery",4.2,115,500,1,0,Cafes,Brigade Road
R2246,Cafe Cassia& Deli,ulsoor,"casual dining, cafe","lebanese, mediterranean, cafe",4.2,115,1000,0,0,Cafes,Brigade Road
R2247,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© MH-28,shivajinagar,cafe,cafe,3.4,9,300,1,0,Cafes,Brigade Road
R2248,The Blackboard Bakery,lavelle road,"cafe, bakery","cafe, bakery, continental",3.7,91,1000,0,1,Cafes,Brigade Road
R2249,WAFL CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,residency road,"dessert parlor, quick bites","cafe, fast food, desserts, beverages",4.0,85,400,1,0,Cafes,Brigade Road
R2250,Fresh Pressery Cafe,lavelle road,"cafe, quick bites","cafe, italian, healthy food",4.1,104,1200,0,0,Cafes,Brigade Road
R2251,The CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© @ Saanchi,richmond road,cafe,cafe,4.0,30,800,0,0,Cafes,Brigade Road
R2252,Tata Cha,church street,"beverage shop, cafe","cafe, tea, north indian",3.9,66,500,1,0,Cafes,Brigade Road
R2253,Moto Store & CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,ulsoor,cafe,"pizza, italian, cafe, burger, finger food, fast food, sandwich",4.2,382,500,1,0,Cafes,Brigade Road
R2254,Haji Ali Juice Centre,mg road,"beverage shop, quick bites","beverages, cafe, juices, fast food",3.8,22,350,0,0,Cafes,Brigade Road
R2255,Driven Cafe,residency road,cafe,"cafe, beverages, fast food",3.4,122,600,1,0,Cafes,Brigade Road
R2256,Soul Cafe,mg road,cafe,"cafe, continental, italian",3.9,315,800,0,1,Cafes,Brigade Road
R2257,Barista,shanti nagar,cafe,cafe,3.7,35,300,0,0,Cafes,Brigade Road
R2258,The Lobby Brew - Conrad Bengaluru,ulsoor,cafe,"cafe, north indian, fast food",3.8,25,2200,0,1,Cafes,Brigade Road
R2259,Cafe 22,church street,cafe,"cafe, fast food",3.0,11,700,0,0,Cafes,Brigade Road
R2260,Chai Ki Tapri,mg road,cafe,cafe,3.7,16,250,0,0,Cafes,Brigade Road
R2261,Cafe Aladdin,st. marks road,cafe,"cafe, chinese",3.9,74,500,0,0,Cafes,Brigade Road
R2262,Cafe Cerrise,ulsoor,cafe,"cafe, continental, salad",3.8,99,600,0,0,Cafes,Brigade Road
R2263,Savera Cafe,shivajinagar,cafe,cafe,3.7,11,50,0,0,Cafes,Brigade Road
R2264,Norsha Caffe,commercial street,cafe,cafe,3.3,6,400,1,0,Cafes,Brigade Road
R2265,Little Bites,mg road,"cafe, quick bites","cafe, fast food",3.6,7,200,0,0,Cafes,Brigade Road
R2266,Dasaprakash Cafe,mg road,cafe,cafe,3.1,10,400,0,0,Cafes,Brigade Road
R2267,The Bao Belly,residency road,cafe,cafe,3.3,9,400,0,0,Cafes,Brigade Road
R2268,The Coffee Bean & Tea Leaf,mg road,cafe,cafe,3.8,260,700,1,0,Cafes,Brigade Road
R2269,Berrylicious Cafe,mg road,"casual dining, cafe","continental, cafe, desserts, pizza, north indian, chinese, ice cream",4.1,124,900,1,0,Cafes,Brigade Road
R2270,Hammered,cunningham road,"pub, cafe","north indian, thai, japanese, continental, cafe",4.7,4639,1300,1,1,Cafes,Brigade Road
R2271,Dolci Desserts,cunningham road,"cafe, dessert parlor","cafe, desserts",4.3,652,750,1,0,Cafes,Brigade Road
R2272,The Culinarium,vasanth nagar,"cafe, dessert parlor","cafe, desserts, beverages",3.7,19,1100,0,0,Cafes,Brigade Road
R2273,Infinitea Tea Room & Tea Store,cunningham road,"casual dining, cafe","continental, cafe, desserts, salad, momos",4.3,858,1000,1,1,Cafes,Brigade Road
R2274,Mudpipe Cafe,cunningham road,cafe,"cafe, continental, italian, burger",4.2,739,750,1,0,Cafes,Brigade Road
R2275,Chels Cafe,cunningham road,cafe,"cafe, burger",3.5,20,500,1,0,Cafes,Brigade Road
R2276,Talk Ease,city market,cafe,cafe,3.1,10,200,0,0,Cafes,Brigade Road
R2277,Tea and Wine Lounge,race course road,cafe,"cafe, tea, desserts",3.5,10,800,0,0,Cafes,Brigade Road
R2278,eat.fit,church street,quick bites,"healthy food, north indian, biryani",4.1,94,300,1,1,Delivery,Brigade Road
R2279,Kabab Souq,richmond road,quick bites,"kebab, north indian, arabian, chinese",3.6,112,500,1,0,Delivery,Brigade Road
R2280,Kerala Pavilion,domlur,quick bites,"kerala, south indian, seafood, biryani",3.9,302,300,1,0,Delivery,Brigade Road
R2281,Donne Biriyani House,indiranagar,quick bites,biryani,4.0,473,300,1,0,Delivery,Brigade Road
R2282,Leon Grill,st. marks road,quick bites,"burger, turkish, arabian, fast food, salad, healthy food, desserts",4.3,284,500,1,0,Delivery,Brigade Road
R2283,FreshMenu,richmond road,delivery,"healthy food, chinese, biryani, north indian, continental, salad, american, burger",3.8,377,450,1,0,Delivery,Brigade Road
R2284,Sri Ganesh Juice Junction,koramangala 8th block,beverage shop,"beverages, juices, fast food",4.1,210,150,1,0,Delivery,Brigade Road
R2285,Burger King,indiranagar,quick bites,"burger, fast food, beverages",4.0,1393,600,1,0,Delivery,Brigade Road
R2286,Shanmukha,old airport road,casual dining,"biryani, andhra, north indian, chinese",3.9,142,800,1,0,Delivery,Brigade Road
R2287,New Taj,ulsoor,quick bites,"north indian, chinese",3.3,111,300,1,0,Delivery,Brigade Road
R2288,Sandhya Veg,brigade road,quick bites,"south indian, chinese",3.5,55,150,1,0,Delivery,Brigade Road
R2289,Dunkin' Donuts,brigade road,"quick bites, dessert parlor","burger, desserts, fast food",4.1,1079,550,1,0,Delivery,Brigade Road
R2290,Khan Saheb Grills and Rolls,indiranagar,quick bites,"fast food, rolls",4.0,1072,350,1,0,Delivery,Brigade Road
R2291,Shahi Family Restaurant,ulsoor,quick bites,"north indian, chinese, south indian",3.4,69,350,1,0,Delivery,Brigade Road
R2292,Pathaan Sir,frazer town,quick bites,"fast food, rolls, momos",3.8,88,250,1,0,Delivery,Brigade Road
R2293,BOX8- Desi Meals,residency road,"takeaway, delivery","north indian, mughlai, fast food",4.3,290,500,1,0,Delivery,Brigade Road
R2294,Punjabi Dhaba,ejipura,quick bites,"north indian, chinese",3.5,350,350,1,0,Delivery,Brigade Road
R2295,Warm Oven,domlur,delivery,"bakery, desserts",4.3,889,500,1,0,Delivery,Brigade Road
R2296,Donne Biryani House,residency road,quick bites,biryani,3.3,70,400,1,0,Delivery,Brigade Road
R2297,Firangi Bake,indiranagar,delivery,"mexican, italian",3.9,59,600,1,0,Delivery,Brigade Road
R2298,Behrouz Biryani,vasanth nagar,delivery,biryani,4.2,128,650,1,0,Delivery,Brigade Road
R2299,Corner House Ice Cream,residency road,dessert parlor,"ice cream, desserts",4.4,633,400,1,0,Delivery,Brigade Road
R2300,Chai Point,indiranagar,"beverage shop, quick bites","tea, beverages, fast food",4.2,176,250,1,0,Delivery,Brigade Road
R2301,Empire Restaurant,frazer town,casual dining,"north indian, mughlai, south indian, chinese",4.0,1864,750,1,0,Delivery,Brigade Road
R2302,Tadkawala,vasanth nagar,"takeaway, delivery",north indian,3.5,68,200,1,0,Delivery,Brigade Road
R2303,Shawarma Time,ulsoor,quick bites,arabian,3.7,80,300,1,0,Delivery,Brigade Road
R2304,Bangalore Shadi Biriyani,vasanth nagar,quick bites,"chinese, north indian",3.5,57,150,1,0,Delivery,Brigade Road
R2305,Pizza Hut,shanti nagar,casual dining,"pizza, fast food",3.8,236,750,1,0,Delivery,Brigade Road
R2306,Roti Shotti,jeevan bhima nagar,quick bites,north indian,3.8,61,400,1,0,Delivery,Brigade Road
R2307,Indian Chicken Biryani Point,richmond road,quick bites,"biryani, south indian",3.3,9,300,1,0,Delivery,Brigade Road
R2308,Nando's,indiranagar,casual dining,"portuguese, african",4.3,1217,1200,1,0,Delivery,Brigade Road
R2309,KFC,cunningham road,quick bites,"burger, fast food",3.6,206,400,1,0,Delivery,Brigade Road
R2310,Dakshin Restaurant,brigade road,casual dining,"mangalorean, seafood, north indian, chinese",3.6,16,800,1,0,Delivery,Brigade Road
R2311,KC Das,mg road,"sweet shop, quick bites","mithai, street food",3.9,370,200,1,0,Delivery,Brigade Road
R2312,Ovenstory Pizza,vasanth nagar,delivery,pizza,3.8,97,750,1,0,Delivery,Brigade Road
R2313,M.M.A Kababs Rolls & Biryani Center,old madras road,quick bites,"arabian, mughlai, chinese, kebab, fast food",2.7,67,400,1,0,Delivery,Brigade Road
R2314,Richie Rich,race course road,"dessert parlor, quick bites","desserts, beverages, fast food, ice cream",4.0,624,450,1,0,Delivery,Brigade Road
R2315,Belgian Waffle Factory,brigade road,dessert parlor,desserts,4.9,1746,400,1,0,Delivery,Brigade Road
R2316,No 10 Fort Cochin,st. marks road,casual dining,"biryani, kerala, seafood, south indian",3.8,194,800,1,1,Delivery,Brigade Road
R2317,Shanthi Sagar,ulsoor,quick bites,"south indian, north indian, chinese, juices",4.1,204,250,1,0,Delivery,Brigade Road
R2318,Savoury Restaurant,frazer town,casual dining,"arabian, north indian, chinese, beverages",4.1,1443,800,1,0,Delivery,Brigade Road
R2319,Faasos,vasanth nagar,delivery,"north indian, biryani, fast food",3.8,101,500,1,0,Delivery,Brigade Road
R2320,Karama Restaurant,frazer town,casual dining,"arabian, north indian, beverages",4.4,2860,750,1,1,Delivery,Brigade Road
R2321,The Mughal's,frazer town,quick bites,"mughlai, north indian, chinese",3.7,89,400,1,0,Delivery,Brigade Road
R2322,Potful,domlur,delivery,"biryani, kebab, rolls, mughlai",4.1,1125,650,1,0,Delivery,Brigade Road
R2323,KKR FOODIES,st. marks road,quick bites,"biryani, chinese, fast food, north indian",3.1,58,400,1,1,Delivery,Brigade Road
R2324,Hotel Dil Coorg,ulsoor,quick bites,"north indian, south indian",3.6,79,300,1,0,Delivery,Brigade Road
R2325,Meghana Foods,indiranagar,casual dining,"biryani, chinese, north indian, seafood",4.2,1746,750,1,1,Delivery,Brigade Road
R2326,The Milkshake Theory,lavelle road,beverage shop,"beverages, fast food",3.2,40,400,1,0,Delivery,Brigade Road
R2327,Snack House,indiranagar,quick bites,"fast food, momos",3.8,22,200,1,0,Delivery,Brigade Road
R2328,Indiana Burgers,domlur,delivery,burger,3.4,46,300,1,0,Delivery,Brigade Road
R2329,Xpress Biryani,ulsoor,casual dining,"biryani, north indian, kebab",4.3,146,650,1,0,Delivery,Brigade Road
R2330,Cupcake Bliss,domlur,delivery,bakery,3.6,8,250,1,0,Delivery,Brigade Road
R2331,New Alameen Restaurant,ulsoor,quick bites,"kerala, north indian, chinese",3.5,24,300,1,0,Delivery,Brigade Road
R2332,Soda Bottle Opener Wala,lavelle road,"casual dining, irani cafee","parsi, north indian",4.4,3651,1300,1,1,Delivery,Brigade Road
R2333,Smoke House Deli,lavelle road,casual dining,"european, italian, desserts, salad, juices, steak",4.6,2490,1600,1,0,Delivery,Brigade Road
R2334,Thai Chy,indiranagar,casual dining,"thai, asian, indonesian",4.3,375,1200,1,1,Delivery,Brigade Road
R2335,Donne Biryani Hatti,vasanth nagar,quick bites,biryani,3.6,27,300,1,0,Delivery,Brigade Road
R2336,Kabab Magic,richmond road,casual dining,"north indian, kebab, fast food",3.9,74,500,1,0,Delivery,Brigade Road
R2337,The Good Bowl,vasanth nagar,"takeaway, delivery","italian, north indian, biryani",3.6,10,500,1,0,Delivery,Brigade Road
R2338,Ishta Upahar,ulsoor,quick bites,south indian,3.4,41,100,1,0,Delivery,Brigade Road
R2339,Krispy Kreme,richmond road,dessert parlor,"desserts, beverages",4.0,47,300,1,0,Delivery,Brigade Road
R2340,Healthie,indiranagar,delivery,"healthy food, beverages",3.9,189,600,1,0,Delivery,Brigade Road
R2341,XO Belgian Waffle,brigade road,food court,"desserts, beverages",4.4,215,450,1,0,Delivery,Brigade Road
R2342,Mani's Dum Biryani,ulsoor,casual dining,"biryani, kebab",4.0,175,750,1,0,Delivery,Brigade Road
R2343,Subway,lavelle road,quick bites,"salad, fast food",3.9,107,600,1,0,Delivery,Brigade Road
R2344,Kaati Zone,church street,quick bites,"fast food, biryani, rolls",3.1,163,350,1,0,Delivery,Brigade Road
R2345,Suryawanshi,indiranagar,casual dining,"seafood, maharashtrian",4.2,444,700,1,0,Delivery,Brigade Road
R2346,Portland Steakhouse & Cafe,mg road,casual dining,"steak, italian, continental, american, burger, bbq, salad",4.3,2040,1500,1,1,Delivery,Brigade Road
R2347,WOW! Momo,brigade road,"food court, quick bites","chinese, momos",3.7,123,400,1,0,Delivery,Brigade Road
R2348,Thalis Of India,indiranagar,delivery,"south indian, north indian, beverages",3.4,21,500,1,0,Delivery,Brigade Road
R2349,Keventers,indiranagar,"beverage shop, dessert parlor","desserts, beverages, ice cream",4.0,568,400,1,0,Delivery,Brigade Road
R2350,Utse Kitchen,commercial street,casual dining,"nepalese, tibetan, momos",4.2,172,800,1,0,Delivery,Brigade Road
R2351,Shawarma Inc,brigade road,food court,"rolls, lebanese",3.1,28,250,1,0,Delivery,Brigade Road
R2352,Alampur Bar And Restaurant,race course road,casual dining,"chinese, south indian, north indian",3.7,42,900,1,0,Delivery,Brigade Road
R2353,SGS Non Veg - Gundu Pulav,st. marks road,quick bites,"biryani, fast food",3.9,55,400,1,0,Delivery,Brigade Road
R2354,Hotel Fanoos,richmond road,quick bites,"arabian, biryani, rolls, kebab",4.0,787,400,1,0,Delivery,Brigade Road
R2355,Laughing Llama Gastropub,brigade road,"bar, casual dining","finger food, continental, pizza",4.3,393,1600,1,1,Delivery,Brigade Road
R2356,Imperial Restaurant,indiranagar,casual dining,"north indian, chinese, biryani, kebab, juices",3.9,238,800,1,0,Delivery,Brigade Road
R2357,Oregano Pizzeria,frazer town,quick bites,"italian, pizza",3.5,60,300,1,0,Delivery,Brigade Road
R2358,The Good Grain,residency road,casual dining,"healthy food, north indian, south indian",4.1,54,400,1,0,Delivery,Brigade Road
R2359,Pasta Street,cunningham road,casual dining,"italian, pizza, salad",4.5,1621,1300,1,1,Delivery,Brigade Road
R2360,Chetty's Coffee,mg road,quick bites,south indian,3.7,18,200,1,0,Delivery,Brigade Road
R2361,Cita Pani,indiranagar,quick bites,"biryani, north indian, arabian",3.9,54,350,1,1,Delivery,Brigade Road
R2362,The Waffle Press,st. marks road,dessert parlor,"desserts, ice cream",4.3,116,400,1,0,Delivery,Brigade Road
R2363,Delicacy,frazer town,casual dining,"chinese, thai, momos",3.9,306,500,1,0,Delivery,Brigade Road
R2364,Kareem's,frazer town,quick bites,"north indian, mughlai",3.6,32,700,1,0,Delivery,Brigade Road
R2365,Mamagoto,indiranagar,casual dining,"asian, thai, chinese, bbq, momos",4.4,2560,1600,1,1,Delivery,Brigade Road
R2366,Tayabbs,frazer town,quick bites,"rolls, north indian, fast food",3.0,10,500,1,0,Delivery,Brigade Road
R2367,Atty's Bakery,frazer town,bakery,bakery,4.0,73,250,1,0,Delivery,Brigade Road
R2368,Vijayalakshmi Veg,frazer town,quick bites,south indian,3.9,30,200,1,0,Delivery,Brigade Road
R2369,The Cake House,ulsoor,bakery,"bakery, desserts",3.7,29,300,1,0,Delivery,Brigade Road
R2370,Eden Park,cunningham road,casual dining,"andhra, biryani, chinese, north indian, seafood, south indian",4.1,612,1100,1,1,Delivery,Brigade Road
R2371,YumYumDilli,indiranagar,delivery,north indian,3.6,51,500,1,0,Delivery,Brigade Road
R2372,Kanti Sweets,brigade road,"sweet shop, quick bites","mithai, street food",3.9,100,400,1,0,Delivery,Brigade Road
